name,latitude,longitude,inhabitedSince,inhabitedUntil,wikipedia,access,addr.city,alt_name,alt_name.ar,alt_name.cs,alt_name.el,alt_name.en,alt_name.he,civilizations,denomination,desc,description,description.de,description.en,description.he,description.hu,designation,ele,heritage,historic.civilization,historic.era,historic.period,image,image1,image2,image3,image4,image5,image6,image_1,image_2,inscription,int_name,is_in,layer,link,man_made,mapillary,name.ar,name.ar1,name.be,name.bg,name.bn,name.br,name.ca,name.ckb,name.cs,name.de,name.el,name.en,name.en1,name.en2,name.en3,name.en4,name.en5,name.en6,name.eo,name.es,name.fi,name.fr,name.gu,name.he,name.he1,name.he2,name.he3,name.hi,name.hu,name.hy,name.id,name.it,name.ja,name.ka,name.kn,name.ko,name.ku,name.la,name.lt,name.ml,name.mn,name.mr,name.nl,name.no,name.pa,name.pl,name.pt,name.ro,name.ru,name.sl,name.sr,name.tr,name.uk,name.vi,name.zh,name_local,natural,old_name,old_name.fr,place,ref.whc,reference,religion,short_name.cs,site_type,start_date,url,website,website1,whc.criteria,whc.inscription_date,wiki.en,wikidata,wikipedia.en,wpt_description
معبد الحضر,35.585556,42.7175,,,,,,معبد الحضر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Al Ḩaḑar, Mabad al Ḩaḑar, Mabad al Ḩaḑr, Temple of Hatra, Temple of Haţra, Al Hadar, Mabad al Hadar, Mabad al Hadr, Temple of Hatra, Temple of Hatra",,,,,,معبد الحضر,معبد الحضر,,,,,,,,Al Hadar,,Al Hadar,,,,,,,,,,Al Hadar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
آثار الحضر,35.5883189,42.7177273,,,,,,آثار الحضر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Āthār al Ḩaḑar, Athar al Hadar",,,,,,آثار الحضر,آثار الحضر,,,,,,,,Athar al Hadar,,Athar al Hadar,,,,,,,,,,Athar al Hadar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ain Dara temple,36.459628,36.8525669,,,en:Ain Dara temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Świątynia w Ain Dara,,,Тахун-Андара,,,,,,,,,,,,,,,,,,,,,,,,Q1807968,,
Asar Tepe,36.226679,32.4067651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Göçük Asari,36.1901299,32.4624156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית המרחץ העתיק,32.7062078,35.3015556,,,he:בית המרחץ העתיק (נצרת),,الناصرة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الحمام القديم في الناصرة,,,,,,,,,,,The Ancient Bath House,,,,,,,,,,,,בית המרחץ העתיק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nazarethbathhouse.org/,,,,,,,
Makronissos Tombs,34.9811402,33.9540083,,,,,,,,,,,,,,,,,,,,,,,,hellenistic_greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Скальные гробницы Макронисос,,,,Скельні гробниці Макронісос (Makronissos Tombs),,,,,,,,,,,,,,,,,,,,,,
Ilica Kale,36.4255051,32.3748301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karacukur,36.4054055,32.397146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sivaste,36.4279567,32.4107931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenetepe,36.38879,32.3686503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gürçam Karatepe,36.2073093,32.530999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gürçam Kale,36.2104949,32.4898432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Govan Asari,36.2236865,32.4571417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tasli Seke,36.2155156,32.5245188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kara Tepe,36.3289311,32.2536371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kestros,36.235449,32.3304113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delice Kiln Site,36.3006964,32.2650097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iotape,36.3214109,32.234926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halil Burnu,36.3091178,32.2487019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kale Tepe,36.3222926,32.2732924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frengez Kale,36.177212,32.5296686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gökcebelen Kale,36.1560781,32.5199698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomak Asari,36.2159311,32.4338816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bikciki Kiln Site,36.286705,32.2768114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hisar Asari,36.186703,32.59284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charadros,36.1085233,32.5700949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronze Age Perfume factory archaeological site,34.7439945,33.1787612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מצד נקרות,30.5752479,35.0116528,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/eb/IHM_מצד_נקרות.jpeg,https://upload.wikimedia.org/wikipedia/commons/a/a7/IHM_מצד_נקרות_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/2/28/IHM_מצד_נקרות_2.jpeg,https://upload.wikimedia.org/wikipedia/commons/f/f2/IHM_מצד_נקרות_3.jpeg,,,,,,,,,,,,,,,,,,,,,,,,Nekarot bastion,,,,,,,,,,,,מצד נקרות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Tomb,30.3204004,35.4454499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gartentempel,,Garden Temple,,,,,,,,Templo del Jardín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepuza,38.4067254,29.4476095,,,en:Pepuza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pepouza,Πέπουζα,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1293474,,
Painted Room,30.3310932,35.4382304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemalter Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaya Mezarlari,36.247697,32.5222945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirichi Pit,37.0893005,43.4855706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
خربة الذريح,30.9074412,35.70275,,,en:Khirbet ed-Dharih,,,,,,,,,,,,,,,,,,,,nabatean,,,,,,,,,,,,,,,,,,,خربة الذريح,,,,,,,,,,,Khirbet ed-Dharih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement,,,https://www.megalithic.co.uk/article.php?sid=27220,,,,,Q6401772,,
Atlit Yam,32.7108857,34.9341955,,,en:Atlit Yam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlit Yam,,Atlit Yam,,,,,,,,,,,,הכפר הנאוליתי בעתלית-ים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2896085,,
Trapezopolis,37.8529736,28.9259762,,,de:Trapezopolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Τραπεζόπολις,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.academia.edu/4247140/Simsek_C._Trapezopolis_Nekropolu_I_Arkeoloji_ve_Sanat_Dergisi_109-110_2002_3-17,,,,,,Q2449968,,
Kissonerga-Skalia,34.8225461,32.3966814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
أطلال قصر هيرود,31.8518535,35.4362488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أطلال قصر هيرود,,,,,,,,,,,Ruins of Herod's Palace,,,,,,,,,,,,ארמון הרודיאני,,,,,,,,Rovine del Palazzo di Erode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עין תות,31.7863792,35.1715666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ein Toot,,,,,,,,,,,,עין תות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amathus necropolis,34.7133288,33.1489887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayios Philon Roman harbor,35.6347284,34.3979381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mindos Kalesi,37.3809535,34.2647577,,,,,,Kaleimindos;Kayasaray Kalesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tont Kalesi,37.4648494,34.1684631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATATÜRK ANIT,37.5166733,34.0465432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tel A-Nasbe,31.8857804,35.2164718,,,en:Tell en-Nasbeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tel A-Nasbe,Tel Mitzpeh,Tel Mizpeh,,,,,,,,,,תל מצפה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7697543,,
Leontopolis (Heliopolis),30.2883009,31.360463,,,en:Leontopolis (Heliopolis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2372919,,
Mareia,30.9951309,29.6566185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1894495,,
Xois,31.0896344,30.9507706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1068140,,
תל אל-פול,31.8234804,35.2312011,,,ar:قرية جبعة,,,,,,,,,,,,,,,,,,838,,,,,,,,,,,,,,,,,,,,,تل الفول,,,,,,,,,,,Tall Al-Ful,,Tell El-Ful,Gibeah,Givah,,,,,,Tell al Ful,,תל אל-פול,,גבעה המקראית,גבעת שאול המקראית,,,,,,,,,기브아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1021662,,
الكنيسة البيزنطية,31.29381,34.9235142,,,,,,,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,,,,,,,الكنيسة البيزنطية,,,,,,,,,,,,,,,,,,,,,,,כנסיה ביזנטית,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חורבת בית לויה,31.5639305,34.928463,,,he:חורבת בית לויה,,,,,,,,,,,,"חורבת בית לוֹיָה היא אתר ארכאולוגי בשרידי ישוב קדום בראש גבעה בדרום השפלה, כ-3.5 ק""מ מצפון למושב אמציה.",,,"חורבת בית לוֹיָה היא אתר ארכאולוגי בשרידי ישוב קדום בראש גבעה בדרום השפלה, כ-3.5 ק""מ מצפון למושב אמציה.",,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5c/Israel_Hiking_Map_%D7%97%D7%95%D7%A8%D7%91%D7%AA_%D7%91%D7%99%D7%AA_%D7%9C%D7%95%D7%99%D7%94_1.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,Beit Loya ruins,,,,,,,,,,Horbat Beit Levya,,חורבת בית לויה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1740641,,
כנסית בית לויה,31.5638561,34.9267159,,,,,,,,,,,,,,,כנסיה ביזנטית ממערב לראש התל. באולם המרכזי של הכנסיה פסיפס גדול ומרשים. בצידי האולם שתי שורות של בסיסי עמודים ועבר להם פסיפסים נוספים.,,,כנסיה ביזנטית ממערב לראש התל. באולם המרכזי של הכנסיה פסיפס גדול ומרשים. בצידי האולם שתי שורות של בסיסי עמודים ועבר להם פסיפסים נוספים.,,,407.0,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b3/Israel_Hiking_Map_%D7%9B%D7%A0%D7%A1%D7%99%D7%94_%D7%91%D7%99%D7%96%D7%A0%D7%98%D7%99%D7%AA.jpeg,https://upload.wikimedia.org/wikipedia/commons/9/96/Israel_Hiking_Map_%D7%9B%D7%A0%D7%A1%D7%99%D7%94_%D7%91%D7%99%D7%96%D7%A0%D7%98%D7%99%D7%AA_1.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,Byzantine Church,,,,,,,,,,,,כנסית בית לויה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שער שלמה,31.8594685,34.9217949,,,,,,,,,,,,,,,עתיקות מרשימות משער הכניסה הקדום לעיר,,,עתיקות מרשימות משער הכניסה הקדום לעיר,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Israel_Hiking_Map_%D7%A9%D7%A2%D7%A8_%D7%A9%D7%9C%D7%9E%D7%94.jpeg,https://upload.wikimedia.org/wikipedia/commons/4/46/Israel_Hiking_Map_שער_שלמה_1.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,Solomon's gate,,,,,,,,,,,,שער שלמה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נקרופוליס,31.77761,35.2422118,,,,,,,,,,,,,,,,In diesem Gebäude mit offener Front befinden sich Ossuare.,In this building with an open front are ossuaries.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necropolis,,,,,,,,,,,,נקרופוליס,,,,,Nekropolisz,,,,,,,,,,,,,,,,,,,Necropolă,Некрополь,,,,,,,,,,,,,,,,necropolis,,,,,,,,,,
Çobaktepe,37.365623,36.929779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karakız Taş Ocağı ve Heykel Atölyesi,39.8132254,35.3578341,,,de:Steinbruch von Karakız,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q15849063,,
Sidyma,36.4091721,29.1857295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بركة قديمة,31.837244,35.5539046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,بركة قديمة,,,,,,,,,,,Ancient Pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
موقع المعمودية,31.8381408,35.5668693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,موقع المعمودية,,,,,,,,,,,Bethany Saphsaphas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
خلايا الكهف,31.8390912,35.5515835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,خلايا الكهف,,,,,,,,,,,Cave Cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
منطقة كنيسة يوحنا المعمدان,31.837358,35.5500896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,منطقة كنيسة يوحنا المعمدان,,,,,,,,,Taufstätte Bethanien jenseits des Jordans,,Bethany-beyond-the-Jordan Baptism Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ربيع يوحنا المعمدان,31.8374498,35.5531222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ربيع يوحنا المعمدان,,,,,,,,,,,John the Baptist Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
القديسة مريم المصرية,31.8388079,35.5491707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,القديسة مريم المصرية,,,,,,,,,,,Saint Mary the Egyptian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
محطة الحجاج,31.8376616,35.5552093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,محطة الحجاج,,,,,,,,,,,The Pilgrims Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מקדש יטורי,33.2711034,35.7224134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מקדש יטורי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אום אל קנטיר,32.8499641,35.7377548,,,en:Umm el Kanatir,,,,,,,,,,,,"אֻם אל-קַנַאטִר (בערבית: ام القناطر) שמשמעותו אם הקשתות, על שם שלוש הקשתות מעל המעיין (שרק אחת מהן נותרה שלמה) הוא כפר קדום על הגדה המזרחית של נחל סמך, כשני ק""מ מדרום-מערב ליישוב נטור ברמת הגולן.",,,"אֻם אל-קַנַאטִר (בערבית: ام القناطر) שמשמעותו אם הקשתות, על שם שלוש הקשתות מעל המעיין (שרק אחת מהן נותרה שלמה) הוא כפר קדום על הגדה המזרחית של נחל סמך, כשני ק""מ מדרום-מערב ליישוב נטור ברמת הגולן.",,,,,,,,https://upload.wikimedia.org/wikipedia/he/9/90/UMELKANTIR01.jpg,https://upload.wikimedia.org/wikipedia/commons/4/45/Israel_Hiking_Map_%D7%90%D7%95%D7%9D_%D7%90%D7%9C-%D7%A7%D7%A0%D7%90%D7%98%D7%A8_2.jpeg,https://upload.wikimedia.org/wikipedia/commons/2/22/Israel_Hiking_Map_%D7%90%D7%95%D7%9D_%D7%90%D7%9C-%D7%A7%D7%A0%D7%90%D7%98%D7%A8_1.jpeg,https://upload.wikimedia.org/wikipedia/commons/d/d0/Israel_Hiking_Map_%D7%90%D7%95%D7%9D_%D7%90%D7%9C-%D7%A7%D7%A0%D7%90%D7%98%D7%A8.jpeg,https://upload.wikimedia.org/wikipedia/commons/9/90/Israel_Hiking_Map_%D7%90%D7%95%D7%9D_%D7%90%D7%9C-%D7%A7%D7%A0%D7%90%D7%98%D7%A8_4.jpeg,https://upload.wikimedia.org/wikipedia/commons/3/38/Israel_Hiking_Map_%D7%90%D7%95%D7%9D_%D7%90%D7%9C-%D7%A7%D7%A0%D7%90%D7%98%D7%A8_3.jpeg,,,,,,,,,,,,,,,,,,,,,,Umm el Kanatir,,,,,,,,,,,,אום אל-קנאטר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמת המים גזר רמלה,31.8861828,34.8799896,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/17/Israel_Hiking_Map_אמת_המים_גזר_רמלה.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,Gezer-Ramla Aqueduct,,,,,,,,,,,,אמת המים גזר רמלה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קברי בית ראשון,31.774959,35.2277459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tombs,,,,,,,,,,,,קברי בית ראשון,,,,,,,,,,,,,,,,,,,,,,Pierwsze groby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קברי בית הורדוס,31.7733015,35.2237129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herods Tombs,,,,,,,,,,,,קברי בית הורדוס,,,,,,,,,,,,,,,,,,,,,,grobowce rodzinne Heroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עקבות של דינוזאור,31.7818671,35.1621372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עקבות של דינוזאור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מנזר הצבאים,31.8204728,35.2520675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman street,31.777689,35.2293313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
